Fri Feb 18 16:08:50 2022    log.dat

         31905354 function calls (30848552 primitive calls) in 54.070 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9850    0.045    0.000    0.113    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:2311(__init__)
 2112/559    0.044    0.000    0.117    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:493(_parse)
     3616    0.044    0.000    2.092    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:1068(<listcomp>)
     8156    0.044    0.000    0.049    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/text.py:40(get_rotation)
    48308    0.044    0.000    0.048    0.000 {built-in method builtins.max}
    11844    0.044    0.000    0.137    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/graphics/vertexdomain.py:443(_set_attribute_data)
      202    0.044    0.000    0.162    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/postproc.py:177(_patch_var_dels)
     7736    0.043    0.000    0.054    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/font_manager.py:849(set_size)
    28936    0.043    0.000    0.659    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:1987(getter)
     6878    0.043    0.000    0.087    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/linalg/linalg.py:2362(norm)
    83389    0.043    0.000    0.116    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/__init__.py:1116(is_interactive)
     8168    0.043    0.000    0.109    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:2701(__init__)
     2211    0.043    0.000    0.043    0.000 {built-in method io.open_code}
     4176    0.043    0.000    0.187    0.000 <frozen importlib._bootstrap_external>:1438(find_spec)
     2260    0.043    0.000    0.048    0.000 /home/gnone/edoardo-ghignone/drivers/src/utils/comp_utils.py:87(linearise_dynamics)
   158058    0.042    0.000    0.042    0.000 {method 'startswith' of 'str' objects}
     8176    0.042    0.000    0.452    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:269(_get_agg_font)
     3887    0.042    0.000    0.612    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npydecl.py:97(generic)
    32108    0.041    0.000    0.169    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/values.py:232(_set_name)
    24461    0.041    0.000    0.041    0.000 {built-in method numpy.zeros}
11954/11942    0.041    0.000    0.080    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/numpy_support.py:124(as_dtype)
        2    0.041    0.021    0.158    0.079 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/gl/xlib.py:50(match)
    22519    0.041    0.000    0.274    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/event.py:388(end_event)
    36160    0.041    0.000    0.376    0.000 <__array_function__ internals>:2(around)
    14238    0.041    0.000    0.054    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/ctypeslib.py:370(_ctype_from_dtype_scalar)
     7457    0.041    0.000    0.335    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/_methods.py:124(_clip)
   113910    0.041    0.000    0.041    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/event.py:122(is_start)
     8176    0.040    0.000    0.058    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/font_manager.py:1417(get_font)
      382    0.040    0.000    0.169    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/layout.py:327(place)
     7281    0.040    0.000    0.040    0.000 {built-in method numpy.arange}
    41964    0.040    0.000    0.051    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:390(get_transform)
    34410    0.040    0.000    0.122    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:2381(transform_non_affine)
     8229    0.040    0.000    0.153    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:478(broadcast_arrays)
    27120    0.040    0.000    0.276    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:876(_set_gc_clip)
    17314    0.040    0.000    0.040    0.000 {method 'astype' of 'numpy.ndarray' objects}
94306/93943    0.039    0.000    0.104    0.000 {method 'join' of 'str' objects}
     3616    0.039    0.000    0.113    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/spines.py:229(_adjust_location)
    11200    0.039    0.000    0.475    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:829(from_extents)
        2    0.039    0.019    0.039    0.019 {built-in method scipy.ndimage._nd_image.euclidean_feature_transform}
    18306    0.038    0.000    0.212    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:341(ymax)
      227    0.038    0.000    0.429    0.002 /home/gnone/edoardo-ghignone/pbl_f110_gym/gym/f110_gym/envs/rendering.py:298(update_obs)
    16284    0.038    0.000    0.047    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:356(intervalx)
    73324    0.038    0.000    0.038    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:911(<listcomp>)
    31002    0.038    0.000    0.207    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/values.py:212(__init__)
31241/21089    0.038    0.000    5.572    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
    45038    0.038    0.000    0.076    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/event.py:84(__init__)
    36160    0.038    0.000    0.294    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3199(around)
    10170    0.037    0.000    1.088    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:133(draw_path)
    39815    0.037    0.000    0.068    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/lines.py:1245(set_xdata)
     4558    0.037    0.000    0.102    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/context.py:286(find_matching_getattr_template)
    22519    0.037    0.000    0.208    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/event.py:374(start_event)
    18306    0.037    0.000    0.072    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/lines.py:949(_get_markerfacecolor)
     7232    0.035    0.000    0.201    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/ticker.py:263(<listcomp>)
    58859    0.035    0.000    0.111    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:193(convert_xunits)
     7232    0.035    0.000    1.789    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/ticker.py:799(set_locs)
    37969    0.035    0.000    0.379    0.000 <__array_function__ internals>:2(amin)
    38470    0.035    0.000    0.238    0.000 {method 'max' of 'numpy.ndarray' objects}
    32560    0.034    0.000    0.538    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axes/_base.py:780(viewLim)
    47568    0.034    0.000    0.104    0.000 <__array_function__ internals>:2(can_cast)
    49056    0.034    0.000    0.060    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/font_manager.py:1304(<genexpr>)
33320/33229    0.034    0.000    0.163    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/context.py:534(can_convert)
    38421    0.034    0.000    0.346    0.000 <__array_function__ internals>:2(amax)
    14950    0.033    0.000    0.067    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3106(ndim)
    16284    0.033    0.000    0.041    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:365(intervaly)
    17402    0.033    0.000    0.193    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:331(ymin)
     7600    0.033    0.000    0.038    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/font_manager.py:831(set_stretch)
    56955    0.033    0.000    0.040    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/event.py:249(on_start)
    18902    0.032    0.000    0.146    0.000 <__array_function__ internals>:2(concatenate)
   147352    0.032    0.000    0.032    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:886(get_rasterized)
       94    0.032    0.000    0.036    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/typing.py:892(__getitem__)
    15368    0.032    0.000    0.042    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/markers.py:254(__bool__)
    10074    0.032    0.000    0.060    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/path.py:190(_update_values)
    36160    0.032    0.000    0.407    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3709(round_)
     1808    0.032    0.000    4.937    0.003 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:1852(_get_tick_boxes_siblings)
    14690    0.031    0.000    0.182    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:326(xmin)
    15026    0.031    0.000    0.205    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2355(all)
12786/12448    0.031    0.000    0.035    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:180(_invalidate_internal)
     2790    0.031    0.000    0.052    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/inspect.py:626(cleandoc)
    99047    0.030    0.000    0.030    0.000 {method 'pop' of 'dict' objects}
   143292    0.030    0.000    0.030    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:818(get_visible)
     9712    0.030    0.000    0.049    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/functions.py:78(add_error)
        2    0.030    0.015    0.055    0.027 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/window/xlib/__init__.py:200(_create)
    35458    0.030    0.000    0.106    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/text.py:1141(set_x)
     2299    0.030    0.000    0.076    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/inspect.py:2150(_signature_from_function)
      904    0.030    0.000   22.709    0.025 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axes/_base.py:2839(draw)
    37984    0.030    0.000    0.122    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:2090(transform)
    27120    0.029    0.000    0.681    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backend_bases.py:674(new_gc)
    14968    0.029    0.000    0.029    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/ctypes/__init__.py:509(cast)
    25312    0.029    0.000    0.065    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/ticker.py:292(fix_minus)
     1816    0.029    0.000    0.074    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axes/_base.py:4313(get_children)
    32108    0.028    0.000    0.127    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/_utils.py:16(register)
    17757    0.028    0.000    0.081    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/weakref.py:404(__getitem__)
    30760    0.028    0.000    0.088    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/scale.py:108(get_transform)
   147352    0.028    0.000    0.028    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:911(get_agg_filter)
    66928    0.028    0.000    0.028    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axes/_base.py:771(<genexpr>)
     2712    0.028    0.000    0.847    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:675(union)
    29442    0.028    0.000    0.068    0.000 {built-in method builtins.all}
    25438    0.027    0.000    0.276    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/fromnumeric.py:199(reshape)
    31661    0.027    0.000    0.053    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/lines.py:1257(set_ydata)
    34448    0.027    0.000    0.173    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:1763(transform)
    14238    0.027    0.000    0.027    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/ctypeslib.py:344(_ctype_ndarray)
     8229    0.027    0.000    0.203    0.000 <__array_function__ internals>:2(broadcast_arrays)
 1130/226    0.027    0.000   22.769    0.101 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/image.py:114(_draw_list_compositing_images)
    57509    0.027    0.000    0.071    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/artist.py:205(convert_yunits)
     3887    0.027    0.000    0.071    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npydecl.py:25(_handle_inputs)
    23504    0.027    0.000    0.195    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:306(set_label1)
4378/3567    0.027    0.000    3.754    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/lowering.py:374(lower_inst)
    40002    0.026    0.000    0.061    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backend_bases.py:953(set_foreground)
    15026    0.026    0.000    0.258    0.000 <__array_function__ internals>:2(all)
    97330    0.026    0.000    0.026    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/path.py:199(vertices)
     7272    0.026    0.000    0.030    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/getlimits.py:382(__new__)
2014/1357    0.026    0.000    5.221    0.004 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typeinfer.py:568(resolve)
     7600    0.026    0.000    0.043    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/font_manager.py:794(set_style)
     8368    0.026    0.000    0.036    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1312(is_math_text)
      227    0.025    0.000    0.345    0.002 /home/gnone/edoardo-ghignone/pbl_f110_gym/splinify_package/src/splinify/splinify.py:52(find_theta)
     8156    0.025    0.000    0.069    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/text.py:1219(_preprocess_math)
     2264    0.025    0.000    0.032    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/graphics/vertexbuffer.py:390(bind)
 1266/120    0.025    0.000   10.067    0.084 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/compiler_machinery.py:257(_runPass)
      227    0.025    0.000    0.053    0.000 /home/gnone/edoardo-ghignone/pbl_f110_gym/gym/f110_gym/envs/f110_env.py:298(_check_done)
    14690    0.025    0.000    0.145    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:336(xmax)
      226    0.025    0.000    0.386    0.002 /home/gnone/edoardo-ghignone/drivers/src/MPC/drivers.py:412(update_from_observation)
    45682    0.025    0.000    0.039    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/event.py:50(_guard_kind)
     4811    0.025    0.000    0.027    0.000 <frozen importlib._bootstrap>:112(release)
      859    0.025    0.000    0.033    0.000 {built-in method io.open}
    46206    0.025    0.000    0.025    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:1739(<lambda>)
     7232    0.025    0.000    1.196    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/ticker.py:260(format_ticks)
      904    0.025    0.000    3.129    0.003 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/axis.py:2075(_update_label_position)
    12448    0.025    0.000    0.059    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:170(invalidate)
   101382    0.025    0.000    0.025    0.000 {built-in method builtins.id}
    15290    0.024    0.000    0.151    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:2468(composite_transform_factory)
